# Constructed from biom file
#OTU ID	FL1	FL2	FL3	FL4	FL5	FL6	FR1	FR2	FR3	FR4	FR5	FR6	GL1	GL2	GL3	GL4	GL5	GL6	GR1	GR2	GR3	GR4	GR5	GR6	HL1	HL2	HL3	HL4	HL5	HL6	HR1	HR2	HR3	HR4	HR5	HR6	LB1	LB2	LB3	LB4	LB5	LB6	LY1	LY2	LY3	LY4	LY5	LY6	RB1	RB2	RB3	RB4	RB5	RB6	RY1	RY2	RY3	RY4	RY5	RY6	SL1	SL2	SL3	SL4	SL5	SL6	SR1	SR2	SR3	SR4	SR5	SR6
6ce7604e712f963bbd0ae0f6b7a3cf5e	1744.0	339.0	594.0	6116.0	476.0	545.0	312.0	145.0	34.0	74.0	125.0	18.0	260.0	147.0	1731.0	237.0	390.0	941.0	149.0	220.0	19.0	24.0	389.0	0.0	462.0	203.0	616.0	32.0	619.0	458.0	32.0	12.0	0.0	56.0	8.0	0.0	87.0	0.0	516.0	41.0	132.0	73.0	198.0	609.0	173.0	596.0	49.0	51.0	16.0	91.0	75.0	84.0	75.0	399.0	336.0	0.0	72.0	424.0	542.0	13.0	712.0	663.0	198.0	230.0	341.0	277.0	413.0	666.0	419.0	12.0	31.0	140.0
c41805d646588c4cc0f08ff6adf1ac84	700.0	131.0	401.0	87.0	728.0	623.0	634.0	246.0	119.0	114.0	698.0	202.0	2401.0	118.0	420.0	622.0	449.0	588.0	146.0	142.0	182.0	188.0	449.0	216.0	724.0	1131.0	1161.0	1182.0	1156.0	614.0	109.0	27.0	269.0	239.0	39.0	137.0	0.0	0.0	0.0	202.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	76.0	29.0	477.0	517.0	206.0	426.0	245.0	452.0	16.0	259.0	84.0	278.0	80.0	937.0	159.0	18.0	94.0	888.0	513.0	119.0	462.0	572.0	94.0	111.0	170.0
458dc1f57fe29d6063a9385fbc991fb4	0.0	0.0	0.0	0.0	0.0	0.0	396.0	537.0	2591.0	263.0	4942.0	398.0	0.0	0.0	0.0	0.0	0.0	0.0	1254.0	5146.0	1577.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	374.0	284.0	752.0	1169.0	1207.0	1692.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	293.0	0.0	0.0	0.0	0.0	0.0	204.0	0.0	16.0	260.0	57.0	189.0
1a560f414d3c57f57871dae6661e1bd8	473.0	80.0	0.0	287.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	258.0	0.0	0.0	0.0	0.0	18.0	40.0	0.0	282.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	19283.0	19.0	0.0	2.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0
be090d0affdb948e0ecc9b365ff2c00c	693.0	382.0	335.0	317.0	283.0	966.0	299.0	123.0	64.0	95.0	253.0	44.0	819.0	458.0	361.0	378.0	355.0	259.0	988.0	50.0	36.0	93.0	229.0	47.0	364.0	819.0	842.0	311.0	122.0	402.0	45.0	0.0	0.0	55.0	114.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	57.0	87.0	1028.0	283.0	103.0	65.0	102.0	1938.0	1029.0	369.0	345.0	0.0	0.0	133.0	156.0	91.0	136.0	152.0	332.0	265.0	147.0	25.0	199.0	83.0
e027b244bb4b405daf220bab0d8bbd6c	0.0	0.0	0.0	36.0	0.0	0.0	0.0	97.0	186.0	587.0	106.0	1160.0	0.0	0.0	0.0	0.0	0.0	0.0	88.0	82.0	42.0	45.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	1921.0	1412.0	2817.0	2147.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1722.0	608.0	294.0	542.0	946.0	958.0
68d0ae95a7faf6b21ad5ca04a57cbb42	0.0	0.0	0.0	0.0	0.0	0.0	319.0	325.0	907.0	134.0	0.0	278.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	116.0	343.0	36.0	26.0	86.0	0.0	0.0	0.0	0.0	0.0	0.0	126.0	138.0	0.0	26.0	49.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2045.0	1330.0	4212.0	2278.0	1176.0	903.0
ac05c52c2045c2ca27569bb79188e00d	0.0	0.0	0.0	0.0	0.0	0.0	128.0	0.0	33.0	239.0	245.0	716.0	0.0	0.0	191.0	0.0	0.0	0.0	36.0	0.0	0.0	190.0	0.0	267.0	0.0	0.0	0.0	0.0	0.0	0.0	328.0	244.0	578.0	1125.0	1015.0	1375.0	806.0	138.0	17.0	710.0	0.0	18.0	2838.0	470.0	498.0	723.0	0.0	323.0	942.0	31.0	0.0	0.0	0.0	41.0	0.0	15.0	0.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	88.0	39.0
079240a1ba113328cf31bd0c39964cfb	83.0	217.0	329.0	84.0	814.0	573.0	459.0	59.0	121.0	48.0	0.0	104.0	547.0	14.0	274.0	265.0	135.0	391.0	91.0	106.0	58.0	162.0	366.0	169.0	1058.0	405.0	774.0	513.0	354.0	122.0	34.0	15.0	78.0	70.0	46.0	80.0	0.0	0.0	0.0	106.0	11.0	20.0	0.0	0.0	0.0	5.0	0.0	76.0	14.0	351.0	209.0	42.0	268.0	37.0	385.0	0.0	152.0	65.0	0.0	23.0	430.0	176.0	60.0	117.0	544.0	427.0	183.0	361.0	160.0	50.0	191.0	71.0
a88296e9df3b0294281458f59ccd1f6f	217.0	251.0	145.0	445.0	397.0	747.0	220.0	64.0	113.0	7.0	332.0	78.0	398.0	144.0	91.0	622.0	803.0	411.0	136.0	27.0	41.0	63.0	244.0	64.0	227.0	64.0	354.0	435.0	216.0	328.0	49.0	37.0	307.0	106.0	18.0	29.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	9.0	158.0	561.0	152.0	93.0	44.0	0.0	29.0	28.0	0.0	153.0	25.0	475.0	433.0	288.0	392.0	473.0	182.0	173.0	306.0	137.0	24.0	71.0	94.0
ce9aae152ad12ea531e12848b6aaa470	31.0	24.0	37.0	83.0	0.0	81.0	2885.0	1268.0	2287.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	78.0	88.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	119.0	0.0	0.0	90.0	847.0	824.0	0.0	0.0	29.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	41.0	0.0	0.0	0.0	0.0	20.0	0.0	3.0	2977.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0
8bac519b3446e943879c0eb60d793cc7	0.0	0.0	0.0	0.0	0.0	0.0	451.0	146.0	304.0	7.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3637.0	2096.0	0.0	56.0	43.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	113.0	0.0	26.0	35.0	0.0	718.0	698.0	650.0	10.0	115.0	143.0	0.0	0.0	0.0	0.0	0.0	0.0	405.0	170.0	14.0	823.0	682.0	506.0
6e7f42a08cb58fe0a092792de1985f29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0	0.0	0.0	0.0	72.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	401.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	707.0	831.0	71.0	788.0	0.0	113.0	1800.0	1601.0	1358.0	1861.0	264.0	320.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	156.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	49.0
5d6bdf8fd8c1891a73e2d9e1234e0a95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	157.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	166.0	41.0	0.0	116.0	0.0	0.0	0.0	0.0	0.0	0.0	3390.0	3716.0	370.0	781.0	685.0	873.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	9.0
272b10e1b2ffeaffbac60bc6cd628e26	0.0	0.0	0.0	0.0	0.0	0.0	120.0	252.0	165.0	326.0	103.0	341.0	0.0	0.0	0.0	14.0	0.0	0.0	34.0	320.0	79.0	94.0	0.0	197.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	327.0	655.0	524.0	658.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	201.0	109.0	175.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	287.0	259.0	854.0	1295.0	1329.0	1131.0
3e263311d87b756dd32fae88570a7d31	344.0	34.0	0.0	8425.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	0.0	51.0	0.0	358.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4b24048d6a903e307032096665bade4c	0.0	45.0	0.0	38.0	0.0	423.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	17.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	153.0	0.0	79.0	4435.0	70.0	0.0	5.0	20.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	8.0	0.0	323.0	84.0	25.0	0.0	0.0	0.0	16.0	26.0	76.0	10.0	26.0	0.0	14.0	34.0	0.0	153.0	0.0	0.0	0.0	0.0	2971.0	0.0
e72da720057b236830d57dd21a513105	162.0	39.0	247.0	44.0	370.0	361.0	64.0	40.0	66.0	67.0	209.0	53.0	510.0	33.0	112.0	310.0	261.0	0.0	114.0	98.0	0.0	49.0	61.0	185.0	572.0	209.0	437.0	197.0	73.0	390.0	0.0	33.0	379.0	0.0	0.0	26.0	23.0	0.0	0.0	93.0	17.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	301.0	180.0	175.0	69.0	38.0	0.0	0.0	0.0	457.0	33.0	443.0	173.0	0.0	59.0	296.0	184.0	159.0	221.0	286.0	0.0	91.0	0.0
3c85e687ac41250a8f717f4ba24a91d1	385.0	19.0	212.0	18.0	149.0	257.0	84.0	139.0	18.0	74.0	136.0	18.0	613.0	101.0	149.0	67.0	429.0	192.0	445.0	0.0	47.0	63.0	164.0	33.0	369.0	522.0	6.0	585.0	100.0	315.0	19.0	9.0	74.0	21.0	15.0	43.0	0.0	0.0	0.0	74.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	46.0	183.0	172.0	0.0	40.0	41.0	0.0	44.0	11.0	32.0	29.0	245.0	299.0	67.0	18.0	453.0	511.0	51.0	168.0	308.0	81.0	81.0	22.0
8b10c2085dbe33ffbf97de9b681be3ab	0.0	0.0	0.0	0.0	0.0	0.0	0.0	132.0	62.0	121.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	145.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	162.0	256.0	233.0	194.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	5552.0	0.0	0.0	40.0	0.0	0.0	710.0	555.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.0	0.0	0.0	0.0	0.0	17.0
